encode_time,decode_time,peak_enc_mem,peak_dec_mem,peak_delta_enc,peak_delta_dec,param_name,layer_type,shape,numel,bits_quant,raw_bytes,qstep,mse_quant,nmse_quant,mse_post,nmse_post,compressed_bytes,compression_ratio,compression_gain_pct,bits_per_element,decoded_equal,mode_used
4.114000003028195e-05,3.799999976763502e-05,468809318.4,468810137.6,7372.8,20480.0,layer1.2.bn2.bias,bias,"(64,)",64,16,128,1.060584388407634e-05,6.087506367047357e-12,1.1624397235937767e-09,6.087506367047357e-12,1.1624397235937767e-09,130,0.9846153846153848,-1.5625,16.25,True,bypass
4.084000029251911e-05,2.1699999342672528e-05,468808499.2,468809318.4,18841.6,19660.8,layer1.2.bn2.weight,weight,"(64,)",64,8,64,0.0028200539523807,5.583403890341287e-07,0.0007902820914118,5.583403890341287e-07,0.0007902820914118,66,0.9696969696969696,-3.125,8.25,True,regular
4.636000012396835e-05,3.361999988555908e-05,468809318.4,468810137.6,6553.6,20480.0,layer1.2.bn2.weight,weight,"(64,)",64,16,128,1.0056643249855995e-05,7.0747990799091545e-12,1.0013760643146265e-08,7.0747990799091545e-12,1.0013760643146265e-08,130,0.9846153846153848,-1.5625,16.25,True,bypass
8.83200002135709e-05,3.5399999978835696e-05,468811776.0,468810137.6,20480.0,18841.6,layer1.2.bn3.bias,bias,"(256,)",256,8,256,0.0015473890241361,1.9356112090918034e-07,5.692441190308025e-05,1.9356112090918034e-07,5.692441190308025e-05,225,1.1377777777777778,12.109375,7.03125,True,regular
0.00019186000026816,5.020000025979243e-05,468809318.4,468810137.6,18022.4,18841.6,layer1.2.bn3.bias,bias,"(256,)",256,16,512,6.093792658933152e-06,2.7505719056575284e-12,8.089160023006636e-10,2.7505719056575284e-12,8.089160023006636e-10,500,1.024,2.34375,15.625,True,regular
0.00010941999935310319,2.6979999893228525e-05,468811776.0,468811776.0,20480.0,20480.0,layer1.2.bn3.weight,weight,"(256,)",256,8,256,0.0029476097532945,6.701225174765568e-07,8.709901788790212e-05,6.701225174765568e-07,8.709901788790212e-05,213,1.2018779342723005,16.796875,6.65625,True,regular
0.00017396000039289998,7.513999989895359e-05,468810137.6,468810956.8,18841.6,19660.8,layer1.2.bn3.weight,weight,"(256,)",256,16,512,1.1590483631070095e-05,1.0000372058227567e-11,1.2997960254569583e-09,1.0000372058227567e-11,1.2997960254569583e-09,486,1.0534979423868314,5.078125000000011,15.1875,True,regular
0.00341423999961984,0.0009128400000918,468208844.8,468208025.6,19660.8,18841.6,layer1.2.conv1.weight,weight,"(64, 256, 1, 1)",16384,8,16384,0.00390625,1.226632775797043e-06,0.0013557426971837,1.226632775797043e-06,0.0013557426971837,10198,1.6065895273583055,37.75634765625,4.9794921875,True,regular
0.0035806600004434004,0.00114173999972984,468208844.8,468208844.8,19660.8,19660.8,layer1.2.conv1.weight,weight,"(64, 256, 1, 1)",16384,16,32768,0.00390625,1.226632775797043e-06,0.0013557426971837,1.226632775797043e-06,0.0013557426971837,10181,3.2185443473136237,68.9300537109375,4.97119140625,True,regular
0.00820401999990276,0.00218020000029348,468208025.6,468208844.8,18841.6,19660.8,layer1.2.conv2.weight,weight,"(64, 64, 3, 3)",36864,8,36864,0.00390625,1.2730197340715677e-06,0.0012608668217351,1.2730197340715677e-06,0.0012608668217351,23461,1.5712885213759005,36.35796440972222,5.091362847222222,True,regular
0.00893624000018458,0.00218567999982038,468514406.4,468528332.8,22937.6,20480.0,layer1.2.conv2.weight,weight,"(64, 64, 3, 3)",36864,16,73728,0.00390625,1.2730197340715677e-06,0.0012608668217351,1.2730197340715677e-06,0.0012608668217351,23410,3.149423323366083,68.24815538194444,5.080295138888889,True,regular
0.00294647999980948,0.00084409999944906,468809318.4,468808499.2,19660.8,18841.6,layer1.2.conv3.weight,weight,"(256, 64, 1, 1)",16384,8,16384,0.00390625,1.2760789331878186e-06,0.0013205787944503,1.2760789331878186e-06,0.0013205787944503,9053,1.8097868110018775,44.744873046875,4.42041015625,True,regular
